RecID,InstAbbr,InstName,InstPlace,InstLand,NumberEntry,NameArchiveSet,ArchivePart,Specification,LogbookIdent,LogbookLanguage,EnteredBy,DASnumber,ImageNumber,VoyageFrom,VoyageTo,ShipName,ShipType,Company,OtherShipInformation,Nationality,Name1,Rank1,Name2,Rank2,Name3,Rank3,ZeroMeridian,StartDay,TimeGen,ObsGen,ReferenceCourse,ReferenceWindDirection,DistUnits,DistToLandmarkUnits,DistTravelledUnits,LongitudeUnits,VoyageIni,UnitsOfMeasurement,Calendar,Year,Month,Day,DayOfTheWeek,PartDay,TimeOB,Watch,Glasses,UTC,CMG,ShipSpeed,Distance,drLatDeg,drLatMin,drLatSec,drLatHem,drLongDeg,drLongMin,drLongSec,drLongHem,LatDeg,LatMin,LatSec,LatHem,LongDeg,LongMin,LongSec,LongHem,Lat3,Lon3,LatInd,LonInd,PosCoastal,EncName,EncNat,EncRem,Anchored,AnchorPlace,LMname1,LMdirection1,LMdistance1,LMname2,LMdirection2,LMdistance2,LMname3,LMdirection3,LMdistance3,EstError,ApplError,WindDirection,AllWindDirections,WindForce,WindForceScale,AllWindForces,WindScale,Weather,ShapeClouds,DirClouds,Clearness,PrecipitationDescriptor,CloudFrac,Gusts,Rain,Fog,Snow,Thunder,Hail,SeaIce,Duplicate,Release,SSTReading,SSTReadingUnits,StateSea,CurrentDir,CurrentSpeed,TairReading,AirThermReadingUnits,ProbTair,BaroReading,AirPressureReadingUnits,BarometerType,BarTempReading,BarTempReadingUnits,HumReading,HumidityUnits,HumidityMethod,PumpWater,WaterAtThePumpUnits,LifeOnBoard,LifeOnBoardMemo,Cargo,CargoMemo,ShipAndRig,ShipAndRigMemo,Biology,BiologyMemo,WarsAndFights,WarsAndFightsMemo,Illustrations,TrivialCorrection,OtherRem
13240,,,,United Kingdom,,,,,Beaglehole C4752,English,Simon Bailey,NA,,Rio de Janeiro,Tierra del Fuego,Endeavour,Bark,RN,"6x6+8 swivel, 366 1/2bm",British,James Cook,Captain,,,,,Greenwich,12,,,Unknown,Unknown,Unknown,Leagues,nm,360 degrees,17681208,standard,2,1769,1,20,Friday,,12,,NA,1769012012,,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,,NA,NA,6,6,0,,,,0,,,,NA,,,NA,,,NA,,,,,moderate gales,NA,moderate gales,,,,,cloudy,frequent showers of rain,NA,0,0,0,0,0,0,0,0,CLIWOC Version 1.0,NA,,,,,NA,,NA,NA,,,NA,,NA,,,NA,,0,,0,,0,,0,,0,,0,0,
13241,,,,United Kingdom,,,,,Beaglehole C4752,English,Simon Bailey,NA,,Rio de Janeiro,Tierra del Fuego,Endeavour,Bark,RN,"6x6+8 swivel, 366 1/2bm",British,James Cook,Captain,,,,,Greenwich,12,,,Unknown,Unknown,Unknown,Leagues,nm,360 degrees,17681208,standard,2,1769,1,24,Tuesday,,12,,NA,1769012412,,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,,NA,NA,6,6,0,,,,0,,,,NA,,,NA,,,NA,,,,,fresh gales,NA,"fore and middle moderate gales, latter fresh gales",,,,,cloudy,"sowers of rain, then flying showers",NA,0,0,0,0,0,0,0,0,CLIWOC Version 1.0,NA,,,,,NA,,NA,NA,,,NA,,NA,,,NA,,0,,0,,0,,0,,0,,0,0,
13242,,,,United Kingdom,,,,,Beaglehole C4752,English,Simon Bailey,NA,,Madeira,Rio de Janeiro,Endeavour,Bark,RN,"6x6+8 swivel, 366 1/2bm",British,James Cook,Captain,,,,,Greenwich,12,,,Unknown,Unknown,Unknown,Leagues,nm,360 degrees,17680919,standard,2,1768,11,13,Sunday,,12,,NA,1768111315,,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,,NA,NA,6,6,1,,,,1,Rio de Janeiro,Rio De Janeiro,,NA,,,NA,,,NA,,,,,,NA,,,,,,,,NA,0,0,0,0,0,0,0,0,CLIWOC Version 1.0,NA,,,,,NA,,NA,NA,,,NA,,NA,,,NA,,0,,0,,0,,0,,0,,0,0,
14882,,,,United Kingdom,,,,,Beaglehole C4752,English,Simon Bailey,NA,,Rio de Janeiro,Tierra del Fuego,Endeavour,Bark,RN,"6x6+8 swivel, 366 1/2bm",British,James Cook,Captain,,,,,Greenwich,12,,,Unknown,Unknown,Unknown,Leagues,nm,360 degrees,17681208,standard,2,1769,1,10,Tuesday,,12,,NA,1769011016,S18W,NA,38,52,54,0,S,63,10,0,W,NA,NA,NA,,NA,NA,NA,,-52.9,-63.1667,1,1,0,,,,0,,,,NA,,,NA,,,NA,,,SW,WSW. SW,moderate breezes,NA,moderate breezes,,,,,fine clear weather,,NA,0,0,0,0,0,0,0,0,CLIWOC Version 1.0,NA,,,,,NA,,NA,NA,,,NA,,NA,,,NA,,0,,0,,0,,0,,0,,0,0,
14883,,,,United Kingdom,,,,,Beaglehole C4752,English,Simon Bailey,NA,,Rio de Janeiro,Tierra del Fuego,Endeavour,Bark,RN,"6x6+8 swivel, 366 1/2bm",British,James Cook,Captain,,,,,Greenwich,12,,,Unknown,Unknown,Unknown,Leagues,nm,360 degrees,17681208,standard,2,1769,1,11,Wednesday,,12,,NA,1769011116,S30W,NA,100,54,20,0,S,64,35,0,W,NA,NA,NA,,NA,NA,NA,,-54.3333,-64.5833,1,1,0,,,,0,,,,NA,,,NA,,,NA,,,W,W,steady gentle breeze,NA,steady gentle breeze,,,,,clear,,NA,0,0,0,0,0,0,0,0,CLIWOC Version 1.0,NA,,,w,small,NA,,NA,NA,,,NA,,NA,,,NA,,0,,0,,0,,0,,0,,0,0,
14884,,,,United Kingdom,,,,,Beaglehole C4752,English,Simon Bailey,NA,,Rio de Janeiro,Tierra del Fuego,Endeavour,Bark,RN,"6x6+8 swivel, 366 1/2bm",British,James Cook,Captain,,,,,Greenwich,12,,,Unknown,Unknown,Unknown,Leagues,nm,360 degrees,17681208,standard,2,1769,1,12,Thursday,,12,,NA,1769011212,,NA,NA,54,34,0,S,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,,-54.5667,NA,1,6,0,,,,0,,,,NA,,,NA,,,NA,,,WSW,N. NNE. variable. WSW,fresh breezes,NA,"first part moderate breezes, remiander sometimes fresh breezes, sometimes calm",,,,,"first part cloudy, remainder hazy",rain,NA,0,0,0,0,0,0,0,0,CLIWOC Version 1.0,NA,,,,,NA,,NA,NA,,,NA,,NA,,,NA,,0,,0,,0,,0,,0,,0,0,
14885,,,,United Kingdom,,,,,Beaglehole C4752,English,Simon Bailey,NA,,Rio de Janeiro,Tierra del Fuego,Endeavour,Bark,RN,"6x6+8 swivel, 366 1/2bm",British,James Cook,Captain,,,,,Greenwich,12,,,Unknown,Unknown,Unknown,Leagues,nm,360 degrees,17681208,standard,2,1769,1,13,Friday,,12,,NA,1769011312,,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,,NA,NA,6,6,0,,,,0,,Cape St Diego,N,2,,,NA,,,NA,,,SW,NEbE. WSW. SW,little wind,NA,little wind,,,,,cloudy,,NA,0,0,0,0,0,0,0,0,CLIWOC Version 1.0,NA,,,,,NA,,NA,NA,,,NA,,NA,,,NA,,0,,0,,0,,0,,0,,0,0,
14886,,,,United Kingdom,,,,,Beaglehole C4752,English,Simon Bailey,NA,,Rio de Janeiro,Tierra del Fuego,Endeavour,Bark,RN,"6x6+8 swivel, 366 1/2bm",British,James Cook,Captain,,,,,Greenwich,12,,,Unknown,Unknown,Unknown,Leagues,nm,360 degrees,17681208,standard,2,1769,1,14,Saturday,,12,,NA,1769011412,,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,,NA,NA,6,6,0,,,,0,,Cape St Diego,SbE,5,,,NA,,,NA,,,SWbS,SSW. SWbS,fresh breeze,NA,"first part strong gales, with heavy squalls, remainder more moderate but unsettled sometimes a fresh breeze and squally, sometimes little wind",,,,,,,NA,0,0,0,0,0,0,0,0,CLIWOC Version 1.0,NA,,,,,NA,,NA,NA,,,NA,,NA,,,NA,,0,,0,,0,,0,,0,,0,0,
14887,,,,United Kingdom,,,,,Beaglehole C4752,English,Simon Bailey,NA,,Rio de Janeiro,Tierra del Fuego,Endeavour,Bark,RN,"6x6+8 swivel, 366 1/2bm",British,James Cook,Captain,,,,,Greenwich,12,,,Unknown,Unknown,Unknown,Leagues,nm,360 degrees,17681208,standard,2,1769,1,15,Sunday,,12,,NA,1769011512,,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,,NA,NA,6,6,0,,,,0,,Port Maurice,,NA,,,NA,,,NA,,,SE,S. SE,moderate breezes,NA,moderate breezes,,,,,cloudy,,NA,0,0,0,0,0,0,0,0,CLIWOC Version 1.0,NA,,,,,NA,,NA,NA,,,NA,,NA,,,NA,,0,,0,,0,,0,,0,,0,0,
14888,,,,United Kingdom,,,,,Beaglehole C4752,English,Simon Bailey,NA,,Rio de Janeiro,Tierra del Fuego,Endeavour,Bark,RN,"6x6+8 swivel, 366 1/2bm",British,James Cook,Captain,,,,,Greenwich,12,,,Unknown,Unknown,Unknown,Leagues,nm,360 degrees,17681208,standard,2,1769,1,16,Monday,,12,,NA,1769011612,,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,,NA,NA,6,6,0,,,,0,,Bay of Success,,NA,,,NA,,,NA,,,SW,S. SW,fresh breeze,NA,fresh breeze,,,,,,frequent showers of snow and rain,NA,0,0,0,0,0,0,0,0,CLIWOC Version 1.0,NA,,,,,NA,,NA,NA,,,NA,,NA,,,NA,,0,,0,,0,,0,,0,,0,0,
14889,,,,United Kingdom,,,,,Beaglehole C4752,English,Simon Bailey,NA,,Rio de Janeiro,Tierra del Fuego,Endeavour,Bark,RN,"6x6+8 swivel, 366 1/2bm",British,James Cook,Captain,,,,,Greenwich,12,,,Unknown,Unknown,Unknown,Leagues,nm,360 degrees,17681208,standard,2,1769,1,17,Tuesday,,12,,NA,1769011712,,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,,NA,NA,6,6,0,,,,0,,,,NA,,,NA,,,NA,,,W,S. SW. W,,NA,,,very cold weather,,,,rain and snow,NA,0,0,0,0,0,0,0,0,CLIWOC Version 1.0,NA,,,,,NA,,NA,NA,,,NA,,NA,,,NA,,0,,0,,0,,0,,0,,0,0,
14890,,,,United Kingdom,,,,,Beaglehole C4752,English,Simon Bailey,NA,,Rio de Janeiro,Tierra del Fuego,Endeavour,Bark,RN,"6x6+8 swivel, 366 1/2bm",British,James Cook,Captain,,,,,Greenwich,12,,,Unknown,Unknown,Unknown,Leagues,nm,360 degrees,17681208,standard,2,1769,1,18,Wednesday,,12,,NA,1769011812,,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,,NA,NA,6,6,0,,,,0,,,,NA,,,NA,,,NA,,,SW,SSW. SW,stormy weather,NA,"blew very strong, stomey weather",,,,,,snow hail and rain,NA,0,0,0,0,0,0,0,0,CLIWOC Version 1.0,NA,,such a sea and surf,,,NA,,NA,NA,,,NA,,NA,,,NA,,0,,0,,0,,0,,0,,0,0,
14891,,,,United Kingdom,,,,,Beaglehole C4752,English,Simon Bailey,NA,,Rio de Janeiro,Tierra del Fuego,Endeavour,Bark,RN,"6x6+8 swivel, 366 1/2bm",British,James Cook,Captain,,,,,Greenwich,12,,,Unknown,Unknown,Unknown,Leagues,nm,360 degrees,17681208,standard,2,1769,1,19,Thursday,,12,,NA,1769011912,,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,,NA,NA,6,6,0,,,,0,,,,NA,,,NA,,,NA,,,S,S,blows hard,NA,blows hard,,,,,,,NA,0,0,0,0,0,0,0,0,CLIWOC Version 1.0,NA,,swell,,,NA,,NA,NA,,,NA,,NA,,,NA,,0,,0,,0,,0,,0,,0,0,
14892,,,,United Kingdom,,,,,Beaglehole C4752,English,Simon Bailey,NA,,Rio de Janeiro,Tierra del Fuego,Endeavour,Bark,RN,"6x6+8 swivel, 366 1/2bm",British,James Cook,Captain,,,,,Greenwich,12,,,Unknown,Unknown,Unknown,Leagues,nm,360 degrees,17681208,standard,2,1769,1,21,Saturday,,12,,NA,1769012112,,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,,NA,NA,6,6,0,,,,0,,Cape of Good Success,W,NA,,,NA,,,NA,,,SW,SSW-SW,fresh gales,NA,"first part moderate, latter fresh gales",,,,,,showers of rain,NA,0,0,0,0,0,0,0,0,CLIWOC Version 1.0,NA,,,,,NA,,NA,NA,,,NA,,NA,,,NA,,0,,0,,0,,0,,0,,0,0,
14893,,,,United Kingdom,,,,,Beaglehole C4752,English,Simon Bailey,NA,,Rio de Janeiro,Tierra del Fuego,Endeavour,Bark,RN,"6x6+8 swivel, 366 1/2bm",British,James Cook,Captain,,,,,Greenwich,12,,,Unknown,Unknown,Unknown,Leagues,nm,360 degrees,17681208,standard,2,1769,1,22,Sunday,,12,,NA,1769012212,,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,,NA,NA,6,6,0,,,,0,,Cape of Good Success,42E,NA,,,NA,,,NA,,,W,S. W,fresh gales,NA,"first and latter fresh gales and squally, middle little winds",,,,,,rain,NA,0,0,0,0,0,0,0,0,CLIWOC Version 1.0,NA,,,,,NA,,NA,NA,,,NA,,NA,,,NA,,0,,0,,0,,0,,0,,0,0,
14894,,,,United Kingdom,,,,,Beaglehole C4752,English,Simon Bailey,NA,,Rio de Janeiro,Tierra del Fuego,Endeavour,Bark,RN,"6x6+8 swivel, 366 1/2bm",British,James Cook,Captain,,,,,Greenwich,12,,,Unknown,Unknown,Unknown,Leagues,nm,360 degrees,17681208,standard,2,1769,1,23,Monday,,12,,NA,1769012312,,NA,NA,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,,NA,NA,6,6,0,,,,0,,New Island,NWbW,5,,,NA,,,NA,,,NW,SE-SW-NW,moderate breezes,NA,"first part fresh breezes and squally, remainder moderate breezes and calm",,,,,clear,,NA,0,0,0,0,0,0,0,0,CLIWOC Version 1.0,NA,,,,,NA,,NA,NA,,,NA,,NA,,,NA,,0,,0,,0,,0,,0,,0,0,
14895,,,,United Kingdom,,,,,Beaglehole C4752,English,Simon Bailey,NA,,Deptford,Madeira,Endeavour,Bark,RN,"6x6+8 swivel, 366 1/2bm",British,James Cook,Captain,,,,,Greenwich,12,,,Unknown,Unknown,Unknown,miles,nm,360 degrees,17680827,standard,2,1768,8,27,Saturday,,12,,NA,1768082712,SW,NA,77,48,42,0,N,6,42,0,W,NA,NA,NA,,NA,NA,NA,,48.7,-6.7,1,1,0,,,,0,,Lizard,N29E,80,,,NA,,,NA,,,SE,NW. NE. SE,fresh breezes,NA,"first part light airs, reaminder fresh breezes",,,,,"first part clear, remainder cloudy ",,NA,0,0,0,0,0,0,0,0,CLIWOC Version 1.0,NA,,,,,NA,,NA,NA,,,NA,,NA,,,NA,,0,,0,,0,,0,,0,,0,0,
14896,,,,United Kingdom,,,,,Beaglehole C4752,English,Simon Bailey,NA,,Deptford,Madeira,Endeavour,Bark,RN,"6x6+8 swivel, 366 1/2bm",British,James Cook,Captain,,,,,Greenwich,12,,,Unknown,Unknown,Unknown,Leagues,nm,360 degrees,17680827,standard,2,1768,8,28,Sunday,,12,,NA,1768082813,S48W,NA,130,47,16,0,N,9,7,0,W,NA,NA,NA,,NA,NA,NA,,47.2667,-9.11667,1,1,0,,,,0,,Lizard,N40:45E,69,,,NA,,,NA,,,E,E,moderate breezes,NA,"former part fresh gales, remainder moderate breezes",,,,,"former part hazy, reaminder cloudy",rain,NA,0,0,0,0,0,0,0,0,CLIWOC Version 1.0,NA,,,,,NA,,NA,NA,,,NA,,NA,,,NA,,0,,0,,0,,0,,0,,0,0,
14897,,,,United Kingdom,,,,,Beaglehole C4752,English,Simon Bailey,NA,,Deptford,Madeira,Endeavour,Bark,RN,"6x6+8 swivel, 366 1/2bm",British,James Cook,Captain,,,,,Greenwich,12,,,Unknown,Unknown,Unknown,Leagues,nm,360 degrees,17680827,standard,2,1768,8,29,Monday,,12,,NA,1768082913,S21W,NA,41,46,38,0,N,9,29,0,W,NA,NA,NA,,NA,NA,NA,,46.6333,-9.48333,1,1,0,,,,0,,Lizard,N37:45E,86,,,NA,,,NA,,,NW,NW,light airs,NA,light airs,,,,,hazy,some rain,NA,0,0,0,0,0,0,0,0,CLIWOC Version 1.0,NA,,,,,NA,,NA,NA,,,NA,,NA,,,NA,,0,,0,,0,,0,,0,,0,0,
14898,,,,United Kingdom,,,,,Beaglehole C4752,English,Simon Bailey,NA,,Deptford,Madeira,Endeavour,Bark,RN,"6x6+8 swivel, 366 1/2bm",British,James Cook,Captain,,,,,Greenwich,12,,,Unknown,Unknown,Unknown,Leagues,nm,360 degrees,17680827,standard,2,1768,8,30,Tuesday,,12,,NA,1768083013,S27W,NA,33,46,9,0,N,9,52,0,W,NA,NA,NA,,NA,NA,NA,,46.15,-9.86667,1,1,0,Guadeloupe,British,,0,,Lizard,N36E,93,,,NA,,,NA,,,W,W,fresh gales,NA,fresh gales,,,,,,,NA,0,0,0,0,0,0,0,0,CLIWOC Version 1.0,NA,,,,,NA,,NA,NA,,,NA,,NA,,,NA,,0,,0,,0,,0,,0,,0,0,
14899,,,,United Kingdom,,,,,Beaglehole C4752,English,Simon Bailey,NA,,Deptford,Madeira,Endeavour,Bark,RN,"6x6+8 swivel, 366 1/2bm",British,James Cook,Captain,,,,,Greenwich,12,,,Unknown,Unknown,Unknown,Leagues,nm,360 degrees,17680827,standard,2,1768,8,31,Wednesday,,12,,NA,1768083113,S36E,NA,82,45,3,0,N,8,23,0,W,NA,NA,NA,,NA,NA,NA,,45.05,-8.38333,1,1,0,,,,0,,Lizard,NNE,105,,,NA,,,NA,,,SW,SW,fresh gales,NA,"fore and middle parts moderate breezes, latter fresh gales",,,,,"fore and middle clear, latter cloudy",,NA,0,0,0,0,0,0,0,0,CLIWOC Version 1.0,NA,,,,,NA,,NA,NA,,,NA,,NA,,,NA,,0,,0,,0,,0,,0,,0,0,
14900,,,,United Kingdom,,,,,Beaglehole C4752,English,Simon Bailey,NA,,Deptford,Madeira,Endeavour,Bark,RN,"6x6+8 swivel, 366 1/2bm",British,James Cook,Captain,,,,,Greenwich,12,,,Unknown,Unknown,Unknown,Leagues,nm,360 degrees,17680827,standard,2,1768,9,1,Thursday,,12,,NA,1768090113,S70W,NA,20,44,56,0,N,9,9,0,W,NA,NA,NA,,NA,NA,NA,,44.9333,-9.15,1,1,0,,,,0,,Lizard,N28:15E,109,,,NA,,,NA,,,W,W,very hard gales,NA,very hard gales,,,,,,heavy showers of rain,NA,0,0,0,0,0,0,0,0,CLIWOC Version 1.0,NA,,,,,NA,,NA,NA,,,NA,,NA,,,NA,,0,,0,,0,,0,,0,,0,0,
14901,,,,United Kingdom,,,,,Beaglehole C4752,English,Simon Bailey,NA,,Deptford,Madeira,Endeavour,Bark,RN,"6x6+8 swivel, 366 1/2bm",British,James Cook,Captain,,,,,Greenwich,12,,,Unknown,Unknown,Unknown,Leagues,nm,360 degrees,17680827,standard,2,1768,9,2,Friday,,12,,NA,1768090213,SbW,NA,64,43,53,0,N,9,26,0,W,NA,NA,NA,,NA,NA,NA,,43.8833,-9.43333,1,1,0,,,,0,,Lizard,NNE,130,,,NA,,,NA,,,WSW,WbN. W. SW. WSW,fresh gales,NA,fresh gales,,,,,cloudy,,NA,0,0,0,0,0,0,0,0,CLIWOC Version 1.0,NA,,,,,NA,,NA,NA,,,NA,,NA,,,NA,,0,,0,,0,,0,,0,,0,0,
14902,,,,United Kingdom,,,,,Beaglehole C4752,English,Simon Bailey,NA,,Deptford,Madeira,Endeavour,Bark,RN,"6x6+8 swivel, 366 1/2bm",British,James Cook,Captain,,,,,Greenwich,12,,,Unknown,Unknown,Unknown,Leagues,nm,360 degrees,17680827,standard,2,1768,9,3,Saturday,,12,,NA,1768090313,S68:45W,NA,44,44,9,0,N,10,20,0,W,NA,NA,NA,,NA,NA,NA,,44.15,-10.3333,1,1,0,,,,0,,Lizard,N29 1/2E,138,,,NA,,,NA,,,W,SW. W,strong gales,NA,"first part little wind, remainder strong gales with hard squalls",,,,,hazy,rain,NA,0,0,0,0,0,0,0,0,CLIWOC Version 1.0,NA,,,,,NA,,NA,NA,,,NA,,NA,,,NA,,0,,0,,0,,0,,0,,0,0,
14903,,,,United Kingdom,,,,,Beaglehole C4752,English,Simon Bailey,NA,,Deptford,Madeira,Endeavour,Bark,RN,"6x6+8 swivel, 366 1/2bm",British,James Cook,Captain,,,,,Greenwich,12,,,Unknown,Unknown,Unknown,miles,nm,360 degrees,17680827,standard,2,1768,9,6,Tuesday,,12,,NA,1768090613,S42W,NA,70,42,1,0,N,9,50,0,W,NA,NA,NA,,NA,NA,NA,,42.0167,-9.83333,1,1,0,,,,0,,Cape Finnester,N42E,70,,,NA,,,NA,,,NW,NW,moderate breezes,NA,moderate breezes,,,,,clear,,NA,0,0,0,0,0,0,0,0,CLIWOC Version 1.0,NA,,,,,NA,,NA,NA,,,NA,,NA,,,NA,,0,,0,,0,,0,,0,,0,0,
14904,,,,United Kingdom,,,,,Beaglehole C4752,English,Simon Bailey,NA,,Deptford,Madeira,Endeavour,Bark,RN,"6x6+8 swivel, 366 1/2bm",British,James Cook,Captain,,,,,Greenwich,12,,,Unknown,Unknown,Unknown,Leagues,nm,360 degrees,17680827,standard,2,1768,9,7,Wednesday,,12,,NA,1768090713,SbW,NA,92,40,29,0,N,10,11,0,W,NA,NA,NA,,NA,NA,NA,,40.4833,-10.1833,1,1,0,,,,0,,Cape Finnester,N13E,49,,,NA,,,NA,,,WNW,WNW,moderate breezes,NA,moderate breezes,,,,,clear,,NA,0,0,0,0,0,0,0,0,CLIWOC Version 1.0,NA,,,,,NA,,NA,NA,,,NA,,NA,,,NA,,0,,0,,0,,0,,0,,0,0,
14905,,,,United Kingdom,,,,,Beaglehole C4752,English,Simon Bailey,NA,,Deptford,Madeira,Endeavour,Bark,RN,"6x6+8 swivel, 366 1/2bm",British,James Cook,Captain,,,,,Greenwich,12,,,Unknown,Unknown,Unknown,Leagues,nm,360 degrees,17680827,standard,2,1768,9,8,Thursday,,12,,NA,1768090813,S4E,NA,111,38,33,0,N,10,0,0,W,NA,NA,NA,,NA,NA,NA,,38.55,-10,1,1,0,,,,0,,Cape Finnester,N12E,88,,,NA,,,NA,,,WbS,WNW-WbS,fresh gales,NA,fresh gales,,,,,cloudy,,NA,0,0,0,0,0,0,0,0,CLIWOC Version 1.0,NA,,,,,NA,,NA,NA,,,NA,,NA,,,NA,,0,,0,,0,,0,,0,,0,0,
14906,,,,United Kingdom,,,,,Beaglehole C4752,English,Simon Bailey,NA,,Deptford,Madeira,Endeavour,Bark,RN,"6x6+8 swivel, 366 1/2bm",British,James Cook,Captain,,,,,Greenwich,12,,,Unknown,Unknown,Unknown,Leagues,nm,360 degrees,17680827,standard,2,1768,9,9,Friday,,12,,NA,1768090913,S40W,NA,11,37,4,0,N,11,33,0,W,NA,NA,NA,,NA,NA,NA,,37.0667,-11.55,1,1,0,,,,0,,Cape Finnester,N20E,124,,,NA,,,NA,,,NE,WbN-NE,moderate breezes,NA,"first part fresh gales, remainder moderate breezes",,,,,"first part cloudy, remiander fine clear weather",,NA,0,0,0,0,0,0,0,0,CLIWOC Version 1.0,NA,,,,,NA,,NA,NA,,,NA,,NA,,,NA,,0,,0,,0,,0,,0,,0,0,
14907,,,,United Kingdom,,,,,Beaglehole C4752,English,Simon Bailey,NA,,Deptford,Madeira,Endeavour,Bark,RN,"6x6+8 swivel, 366 1/2bm",British,James Cook,Captain,,,,,Greenwich,12,,,Unknown,Unknown,Unknown,Leagues,nm,360 degrees,17680827,standard,2,1768,9,10,Saturday,,12,,NA,1768091013,S36W,NA,130,35,20,0,N,13,28,0,W,NA,NA,NA,,NA,NA,NA,,35.3333,-13.4667,1,1,0,,,,0,,Cape Finnester,N24E,166,,,NA,,,NA,,,NEbE,NEbE,steady fresh breeze,NA,steady fresh breeze,,,,,fine clear weather,,NA,0,0,0,0,0,0,0,0,CLIWOC Version 1.0,NA,,,,,NA,,NA,NA,,,NA,,NA,,,NA,,0,,0,,0,,0,,0,,0,0,
14908,,,,United Kingdom,,,,,Beaglehole C4752,English,Simon Bailey,NA,,Deptford,Madeira,Endeavour,Bark,RN,"6x6+8 swivel, 366 1/2bm",British,James Cook,Captain,,,,,Greenwich,12,,,Unknown,Unknown,Unknown,Leagues,nm,360 degrees,17680827,standard,2,1768,9,11,Sunday,,12,,NA,1768091113,S32W,NA,94,34,1,0,N,14,29,0,W,NA,NA,NA,,NA,NA,NA,,34.0167,-14.4833,1,1,0,,,,0,,Cape Finnester,N26 1/2E,198,,,NA,,,NA,,,NbE,NEbE. NbE,steady fresh breeze,NA,steady fresh breeze,,,,,fine clear weather,,NA,0,0,0,0,0,0,0,0,CLIWOC Version 1.0,NA,,,,,NA,,NA,NA,,,NA,,NA,,,NA,,0,,0,,0,,0,,0,,0,0,
14909,,,,United Kingdom,,,,,Beaglehole C4752,English,Simon Bailey,NA,,Deptford,Madeira,Endeavour,Bark,RN,"6x6+8 swivel, 366 1/2bm",British,James Cook,Captain,,,,,Greenwich,12,,,Unknown,Unknown,Unknown,Leagues,nm,360 degrees,17680827,standard,2,1768,9,12,Monday,,12,,NA,1768091213,S40W,NA,102,32,43,0,N,15,53,0,W,NA,NA,NA,,NA,NA,NA,,32.7167,-15.8833,1,1,1,,,,1,Madeira,,,NA,,,NA,,,NA,,,NNW,NNW,moderate breezes,NA,moderate breezes,,,,,fine clear weather,,NA,0,0,0,0,0,0,0,0,CLIWOC Version 1.0,NA,,,,,NA,,NA,NA,,,NA,,NA,,,NA,,0,,0,,0,,0,,0,,0,0,
14910,,,,United Kingdom,,,,,Beaglehole C4752,English,Simon Bailey,NA,,Madeira,Rio de Janeiro,Endeavour,Bark,RN,"6x6+8 swivel, 366 1/2bm",British,James Cook,Captain,,,,,Greenwich,12,,,Unknown,Unknown,Unknown,nm,nm,360 degrees,17680919,standard,2,1768,9,19,Monday,,12,,NA,1768091912,,NA,NA,31,43,0,N,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,,31.7167,NA,1,6,0,,,,0,,Funchall,N7E,49,,,NA,,,NA,,,ESE,ESE,light breezes,NA,light breezes,,,,,fine clear weather,,NA,0,0,0,0,0,0,0,0,CLIWOC Version 1.0,NA,,,,,NA,,NA,NA,,,NA,,NA,,,NA,,0,,0,,0,,0,,0,,0,0,
14911,,,,United Kingdom,,,,,Beaglehole C4752,English,Simon Bailey,NA,,Madeira,Rio de Janeiro,Endeavour,Bark,RN,"6x6+8 swivel, 366 1/2bm",British,James Cook,Captain,,,,,Greenwich,12,,,Unknown,Unknown,Unknown,nm,nm,360 degrees,17680919,standard,2,1768,9,20,Tuesday,,12,,NA,1768092013,S21:30W,NA,28,31,17,0,N,17,9,0,W,NA,NA,NA,,NA,NA,NA,,31.2833,-17.15,1,1,0,,,,0,,Funchall,N13E,76,,,NA,,,NA,,,variable,variable,light airs,NA,light airs,,,,,clear,,NA,0,0,0,0,0,0,0,0,CLIWOC Version 1.0,NA,,,,,NA,,NA,NA,,,NA,,NA,,,NA,,0,,0,,0,,0,,0,,0,0,
